aircraft,tailnumber,pilot,departure,arrival,distance_nm,duration_min,duration_hhmm,date_dep_form,date_arr_form,dep_lat,dep_lon,arr_lat,arr_lon,ac_icao_type,ac_manufacturer,ac_model,ac_category,ac_is_ga,ac_airline_name
F-GZNU,F-GZNU,JakeWithplanes,LFPG,KSFO,4839.0,691,11:31 h,2026-01-28 04:39:00,2026-01-28 16:10:00,49.012798,2.55,37.619806,-122.374821,B77W,Boeing,777-300ER,PASSENGER,No,Air France
N510DE,N510DE,Jay6zero,KATL,KJFK,659.0,115,1:55 h,2026-01-28 04:35:00,2026-01-28 06:30:00,33.6367,-84.428101,40.639447,-73.779317,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
N510DE,N510DE,AndyV,KBOS,KATL,821.0,186,3:06 h,2026-01-28 01:28:00,2026-01-28 04:34:00,42.36197,-71.0079,33.6367,-84.428101,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
N234QS,N234QS,Lyra,KMMU,KFCI,249.0,106,1:46 h,2026-01-28 00:54:00,2026-01-28 02:40:00,40.799062,-74.414949,37.406502,-77.525002,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N766RA,N766RA,cautionwake,KGSP,KTYS,102.0,50,0:50 h,2026-01-29 01:53:00,2026-01-29 02:43:00,34.895699,-82.218903,35.811001,-83.994003,FA20,Dassault,Falcon 20,PASSENGER,No,Royal Air Freight
N399DA,N399DA,KDTW_Al,CYYZ,KTYS,513.0,91,1:31 h,2026-01-29 01:00:00,2026-01-29 02:31:00,43.6772,-79.6306,35.811001,-83.994003,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
N77ZE,N77ZE,alchemydc,KBJC,KSLC,318.0,141,2:21 h,2026-01-29 00:57:00,2026-01-29 03:18:00,39.908798,-105.116997,40.78886,-111.979866,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N510DE,N510DE,Jay6zero,KJFK,MDST,1285.0,216,3:36 h,2026-01-28 23:10:00,2026-01-29 02:46:00,40.639447,-73.779317,19.406099319458008,-70.60469818115234,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
N76288,N76288,Lyra,KEWR,KPBI,891.0,176,2:56 h,2026-01-28 22:57:00,2026-01-29 01:54:00,40.692501,-74.168701,26.683201,-80.095596,B738,Boeing,737-800,PASSENGER,No,United Airlines
N581UW,N581UW,JakeWithplanes,KORD,KBOS,751.0,150,2:30 h,2026-01-28 22:08:00,2026-01-29 00:39:00,41.9786,-87.9048,42.36197,-71.0079,A321,Airbus,321-231,PASSENGER,No,American Airlines
N2MK,N2MK,V1RotateAP,KICT,KEMP,71.0,26,0:26 h,2026-01-28 21:39:00,2026-01-28 22:05:00,37.649899,-97.433098,38.3320999146,-96.1912002563,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,KLBL,KICT,172.0,43,0:43 h,2026-01-28 20:53:00,2026-01-28 21:37:00,37.0442009,-100.9599991,37.649899,-97.433098,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
C-GMIU,C-GMIU,Aaron1362041,KSFO,CYUL,2200.0,324,5:24 h,2026-01-28 20:23:00,2026-01-29 01:48:00,37.619806,-122.374821,45.467837,-73.742294,B38M,Boeing,737 MAX 8,PASSENGER,No,Air Canada
N581UW,N581UW,JakeWithplanes,KCLT,KORD,520.0,129,2:09 h,2026-01-28 19:50:00,2026-01-28 21:59:00,35.2140007019043,-80.94309997558594,41.9786,-87.9048,A321,Airbus,321-231,PASSENGER,No,American Airlines
N234QS,N234QS,Lyra,KFCI,KORD,551.0,132,2:12 h,2026-01-29 21:05:00,2026-01-29 23:18:00,37.406502,-77.525002,41.9786,-87.9048,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N2MK,N2MK,V1RotateAP,KIRK,KORD,238.0,64,1:04 h,2026-01-29 20:32:00,2026-01-29 21:37:00,40.09349822998047,-92.5448989868164,41.9786,-87.9048,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N317US,N317US,Jay6zero,SC00,KCLT,61.0,24,0:24 h,2026-01-29 19:40:00,2026-01-29 20:05:00,,,35.2140007019043,-80.94309997558594,A320,Airbus,A320,PASSENGER,No,Delta Air Lines
N2MK,N2MK,V1RotateAP,KMKC,KIRK,111.0,36,0:36 h,2026-01-29 17:13:00,2026-01-29 17:50:00,39.123199,-94.592796,40.09349822998047,-92.5448989868164,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N57857,N57857,PilotDeviation,KIAH,KEWR,1215.0,212,3:32 h,2026-01-29 16:25:00,2026-01-29 19:58:00,29.984399795532227,-95.34140014648438,40.692501,-74.168701,B753,Boeing,757-300,PASSENGER,No,United Airlines
N2MK,N2MK,V1RotateAP,KEMP,KMKC,88.0,37,0:37 h,2026-01-29 16:22:00,2026-01-29 16:59:00,38.3320999146,-96.1912002563,39.123199,-94.592796,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N17105,N17105,Lyra,KEWR,KORD,623.0,134,2:14 h,2026-01-29 16:01:00,2026-01-29 18:16:00,40.692501,-74.168701,41.9786,-87.9048,B752,Boeing,757-200,PASSENGER,No,United Airlines
N219YX,N219YX,JakeWithplanes,KDTW,KCMH,134.0,54,0:54 h,2026-01-29 15:34:00,2026-01-29 16:29:00,42.21377,-83.353786,39.998001,-82.891899,E75L,Embraer,ERJ-175LR,PASSENGER,No,Delta Air Lines
N920NK,N920NK,Jay6zero,KMCO,KFLL,154.0,50,0:50 h,2026-01-29 07:30:00,2026-01-29 08:21:00,28.429399490356445,-81.30899810791016,26.072599,-80.152702,A320,Airbus,A320,PASSENGER,No,Spirit Airlines
N76288,N76288,Lyra,KPBI,KEWR,891.0,166,2:46 h,2026-01-29 01:59:00,2026-01-29 04:45:00,26.683201,-80.095596,40.692501,-74.168701,B738,Boeing,737-800,PASSENGER,No,United Airlines
N66057,N66057,Lyra,KEWR,EGLL,3003.0,418,6:58 h,2026-01-30 15:19:00,2026-01-30 22:17:00,40.692501,-74.168701,51.4706,-0.461941,B764,Boeing,767-424ER,PASSENGER,No,United Airlines
N817EM,N817EM,jimmy_carrot,LSZA,LFMN,158.0,59,0:59 h,2026-01-30 14:25:00,2026-01-30 15:24:00,46.004299,8.91058,43.658401,7.21587,LJ35,Learjet,35A,PASSENGER,Yes,
N234QS,N234QS,Lyra,KRSW,KEWR,929.0,156,2:36 h,2026-01-30 12:20:00,2026-01-30 14:56:00,26.53619956970215,-81.75520324707031,40.692501,-74.168701,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N972UY,N972UY,Jay6zero,KLGA,KCLT,472.0,92,1:32 h,2026-01-30 02:54:00,2026-01-30 04:27:00,40.777199,-73.872597,35.2140007019043,-80.94309997558594,A321,Airbus,A321,PASSENGER,No,American Airlines
N752AN,N752AN,AndyV,KMIA,KCLT,566.0,116,1:56 h,2026-01-30 02:28:00,2026-01-30 04:24:00,25.79319953918457,-80.29060363769531,35.2140007019043,-80.94309997558594,B772,Boeing,777-200,PASSENGER,No,American Airlines
N972UY,N972UY,Jay6zero,KDCA,KLGA,186.0,73,1:13 h,2026-01-30 01:34:00,2026-01-30 02:47:00,38.8521,-77.037697,40.777199,-73.872597,A321,Airbus,A321,PASSENGER,No,American Airlines
N752AN,N752AN,AndyV,KDFW,KMIA,973.0,139,2:19 h,2026-01-29 23:54:00,2026-01-30 02:13:00,32.896801,-97.038002,25.79319953918457,-80.29060363769531,B772,Boeing,777-200,PASSENGER,No,American Airlines
N234QS,N234QS,Lyra,KORD,KRSW,975.0,163,2:43 h,2026-01-29 23:26:00,2026-01-30 02:09:00,41.9786,-87.9048,26.53619956970215,-81.75520324707031,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N880FD,N880FD,Aaron1362041,KMEM,CYYZ,705.0,126,2:06 h,2026-01-29 23:09:00,2026-01-30 01:15:00,35.0424,-89.9767,43.6772,-79.6306,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
EI-HXA,EI-HXA,AndyV,LIPZ,LIRF,222.0,58,0:58 h,2026-01-29 21:19:00,2026-01-29 22:17:00,45.505299,12.3519,41.804532,12.251998,A21N,Airbus,A321-271NX,PASSENGER,No,ITA Airways
N691NK,N691NK,Jay6zero,KLGA,KCLT,472.0,124,2:04 h,2026-01-31 01:04:00,2026-01-31 03:08:00,40.777199,-73.872597,35.2140007019043,-80.94309997558594,A320,Airbus,A320,PASSENGER,No,Spirit Airlines
N770AN,N770AN,JakeWithplanes,MMSD,KDFW,889.0,144,2:24 h,2026-01-30 23:39:00,2026-01-31 02:03:00,23.151919,-109.720731,32.896801,-97.038002,B772,Boeing,777-200,PASSENGER,No,American Airlines
N234QS,N234QS,Lyra,KEWR,KILG,89.0,47,0:47 h,2026-01-30 23:33:00,2026-01-31 00:20:00,40.692501,-74.168701,39.678699,-75.606499,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N77ZE,N77ZE,alchemydc,KSLC,KBAM,223.0,96,1:36 h,2026-01-30 22:58:00,2026-01-31 00:34:00,40.78886,-111.979866,40.598999023400005,-116.874000549,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N752AN,N752AN,Jay6zero,KCLT,KJFK,470.0,141,2:21 h,2026-01-30 22:30:00,2026-01-31 00:51:00,35.2140007019043,-80.94309997558594,40.639447,-73.779317,B772,Boeing,777-200,PASSENGER,No,American Airlines
VH-NPN,VH-NPN,Jay6zero,YMEN,YMMB,17.0,13,0:13 h,2026-01-30 21:46:00,2026-01-30 22:00:00,-37.7281,144.901993,-37.97579956054688,145.1020050048828,C172,Cessna,172S Skyhawk SP,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,KBUF,KGFL,225.0,61,1:01 h,2026-01-30 18:02:00,2026-01-30 19:03:00,42.940498,-78.732201,43.3412017822,-73.6102981567,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
D-AIRA,D-AIRA,AndyV,EETN,EDDF,793.0,148,2:28 h,2026-01-30 17:22:00,2026-01-30 19:51:00,59.413246,24.83264,50.030241,8.561096,A321,Airbus,A321,PASSENGER,No,Lufthansa
N2MK,N2MK,V1RotateAP,KORD,KBUF,410.0,86,1:26 h,2026-01-30 16:33:00,2026-01-30 18:00:00,41.9786,-87.9048,42.940498,-78.732201,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,LFMN,LSZA,158.0,53,0:53 h,2026-01-30 15:27:00,2026-01-30 16:20:00,43.658401,7.21587,46.004299,8.91058,LJ35,Learjet,35A,PASSENGER,Yes,
N302DN,N302DN,Jay6zero,MDST,KMIA,659.0,123,2:03 h,2026-02-01 01:00:00,2026-02-01 03:04:00,19.406099319458008,-70.60469818115234,25.79319953918457,-80.29060363769531,A321,Airbus,A321,PASSENGER,No,Delta Air Lines
N77ZE,N77ZE,alchemydc,KRBL,KTVL,128.0,40,0:40 h,2026-01-31 22:56:00,2026-01-31 23:36:00,40.1506996155,-122.251998901,38.89390182495117,-119.99500274658205,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,EPKK,LOWI,374.0,105,1:45 h,2026-01-31 20:36:00,2026-01-31 22:21:00,50.077702,19.7848,47.260201,11.344,LJ35,Learjet,35A,PASSENGER,Yes,
N77ZE,N77ZE,sesim,KBAM,KRBL,247.0,102,1:42 h,2026-01-31 19:30:00,2026-01-31 21:13:00,40.598999023400005,-116.874000549,40.1506996155,-122.251998901,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,LOWI,EPKK,374.0,113,1:53 h,2026-01-31 18:19:00,2026-01-31 20:12:00,47.260201,11.344,50.077702,19.7848,LJ35,Learjet,35A,PASSENGER,Yes,
N66057,N66057,Lyra,EGLL,KEWR,3003.0,449,7:29 h,2026-01-31 18:17:00,2026-02-01 01:46:00,51.4706,-0.461941,40.692501,-74.168701,B764,Boeing,767-424ER,PASSENGER,No,United Airlines
N895UA,N895UA,dart,KSLC,KLAX,512.0,102,1:42 h,2026-01-31 16:58:00,2026-01-31 18:41:00,40.78886,-111.979866,33.942501,-118.407997,A319,Airbus,A319-132,PASSENGER,No,United Airlines
N817EM,N817EM,jimmy_carrot,LDSP,LOWI,305.0,79,1:19 h,2026-01-31 16:53:00,2026-01-31 18:13:00,43.538898,16.298,47.260201,11.344,LJ35,Learjet,35A,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,LSZA,LDSP,347.0,81,1:21 h,2026-01-31 15:28:00,2026-01-31 16:49:00,46.004299,8.91058,43.538898,16.298,LJ35,Learjet,35A,PASSENGER,Yes,
N930DX,N930DX,jimmy_carrot,KEUG,KPSC,215.0,81,1:21 h,2026-01-31 06:12:00,2026-01-31 07:33:00,44.12459945678711,-123.21199798583984,46.264702,-119.119003,TBM9,Daher,TBM 930,PASSENGER,Yes,
N510DE,N510DE,Jay6zero,MDST,KJFK,1285.0,192,3:12 h,2026-02-01 21:52:00,2026-02-02 01:05:00,19.406099319458008,-70.60469818115234,40.639447,-73.779317,A21N,Airbus,A321-271NX,PASSENGER,No,Delta Air Lines
CC-BEA,CC-BEA,AndyV,SCEL,SAME,105.0,57,0:57 h,2026-02-01 21:39:00,2026-02-01 22:37:00,-33.393001556396484,-70.78579711914062,-32.8316993713,-68.7929000854,A321,Airbus,A321,PASSENGER,No,LATAM Airlines Brasil
N234QS,N234QS,Lyra,KIAD,KCLE,250.0,67,1:07 h,2026-02-01 18:25:00,2026-02-01 19:33:00,38.9445,-77.455803,41.411701,-81.8498,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N234QS,N234QS,Lyra,KCHS,KIAD,384.0,84,1:24 h,2026-02-01 16:41:00,2026-02-01 18:05:00,32.898602,-80.040497,38.9445,-77.455803,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N817EM,N817EM,jimmy_carrot,LIML,LEMG,814.0,217,3:37 h,2026-02-01 14:39:00,2026-02-01 18:16:00,45.445099,9.27674,36.6749,-4.49911,LJ35,Learjet,35A,PASSENGER,Yes,
N717UW,N717UW,dart,KDCA,KCLT,287.0,76,1:16 h,2026-02-01 14:22:00,2026-02-01 15:38:00,38.8521,-77.037697,35.2140007019043,-80.94309997558594,A319,Airbus,A319,PASSENGER,No,American Airlines
N234QS,N234QS,Lyra,KEWR,KCHS,546.0,132,2:12 h,2026-02-01 14:19:00,2026-02-01 16:31:00,40.692501,-74.168701,32.898602,-80.040497,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N817EM,N817EM,jimmy_carrot,LOWI,LIML,138.0,51,0:51 h,2026-02-01 13:43:00,2026-02-01 14:34:00,47.260201,11.344,45.445099,9.27674,LJ35,Learjet,35A,PASSENGER,Yes,
N234QS,N234QS,Lyra,KILG,KEWR,89.0,76,1:16 h,2026-02-01 03:16:00,2026-02-01 04:32:00,39.678699,-75.606499,40.692501,-74.168701,CL60,Bombardier,Challenger 650,PASSENGER,No,NetJets Aviation
N77ZE,N77ZE,sesim,KTVL,KCVH,137.0,68,1:08 h,2026-02-01 02:40:00,2026-02-01 03:48:00,38.89390182495117,-119.99500274658205,36.8932991028,-121.410003662,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N2MK,N2MK,V1RotateAP,KGFL,13ME,219.0,43,0:43 h,2026-02-02 19:44:00,2026-02-02 20:27:00,43.3412017822,-73.6102981567,,,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
OE-LBN,OE-LBN,AndyV,EKCH,LOWW,473.0,107,1:47 h,2026-02-02 18:27:00,2026-02-02 20:15:00,55.617900848389,12.656000137329,48.110298,16.5697,A320,Airbus,A320-214,PASSENGER,No,Austrian
G-EZIY,G-EZIY,1569397,EGKK,LEMD,654.0,167,2:47 h,2026-02-02 16:56:00,2026-02-02 19:43:00,51.148771,-0.192089,40.471926,-3.56264,A319,Airbus,A319,PASSENGER,No,easyJet
N74007,N74007,Lyra,KSFO,NZCH,6019.0,776,12:56 h,2026-02-02 13:58:00,2026-02-03 02:55:00,37.619806,-122.374821,-43.489029,172.532065,B772,Boeing,777-200,PASSENGER,No,United Airlines
VH-VWT,VH-VWT,Jay6zero,YMML,YSSY,380.0,125,2:05 h,2026-02-02 06:44:00,2026-02-02 08:49:00,-37.661548,144.836432,-33.946098,151.177002,A321,Airbus,A321,PASSENGER,No,Jetstar
N74007,N74007,Lyra,KCLE,KSFO,1873.0,299,4:59 h,2026-02-01 23:50:00,2026-02-02 04:49:00,41.411701,-81.8498,37.619806,-122.374821,B772,Boeing,777-200,PASSENGER,No,United Airlines
N77ZE,N77ZE,alchemydc,KCVH,KSBA,166.0,106,1:46 h,2026-02-01 23:11:00,2026-02-02 00:57:00,36.8932991028,-121.410003662,34.426201,-119.839996,PC12,Pilatus,PC-12/45,PASSENGER,Yes,
N880FD,N880FD,Aaron1362041,CYYZ,KLAX,1886.0,318,5:18 h,2026-02-01 22:46:00,2026-02-02 04:05:00,43.6772,-79.6306,33.942501,-118.407997,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N74007,N74007,Lyra,KORD,KCLE,273.0,74,1:14 h,2026-02-01 22:23:00,2026-02-01 23:38:00,41.9786,-87.9048,41.411701,-81.8498,B772,Boeing,777-200,PASSENGER,No,United Airlines
C-FOLO,C-FOLO,bradfier,EFHK,EGLF,1014.0,154,2:34 h,2026-02-01 21:55:00,2026-02-02 00:30:00,60.318363,24.963341,51.275799,-0.776333,C750,Cessna,Citation X,PASSENGER,Yes,
EI-HXA,EI-HXA,AndyV,LSZH,LIRF,374.0,120,2:00 h,2026-02-03 20:11:00,2026-02-03 22:11:00,47.458056,8.548056,41.804532,12.251998,A21N,Airbus,A321-271NX,PASSENGER,No,ITA Airways
EI-HXA,EI-HXA,AndyV,LIRF,LSZH,374.0,112,1:52 h,2026-02-03 18:02:00,2026-02-03 19:54:00,41.804532,12.251998,47.458056,8.548056,A21N,Airbus,A321-271NX,PASSENGER,No,ITA Airways
N2MK,N2MK,V1RotateAP,13ME,CYZV,302.0,74,1:14 h,2026-02-03 16:10:00,2026-02-03 17:25:00,,,50.22330093383789,-66.2656021118164,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N676NK,N676NK,Jay6zero,KEWR,KCLT,459.0,154,2:34 h,2026-02-03 16:00:00,2026-02-03 18:35:00,40.692501,-74.168701,35.2140007019043,-80.94309997558594,A321,Airbus,A321,PASSENGER,No,Spirit Airlines
N74007,N74007,Lyra,NZCH,KSFO,6019.0,802,13:22 h,2026-02-03 12:07:00,2026-02-04 01:30:00,-43.489029,172.532065,37.619806,-122.374821,B772,Boeing,777-200,PASSENGER,No,United Airlines
N966NN,N966NN,AndyV,KDFW,KMEM,374.0,107,1:47 h,2026-02-03 01:23:00,2026-02-03 03:11:00,32.896801,-97.038002,35.0424,-89.9767,B738,Boeing,737-800,PASSENGER,No,American Airlines
N880FD,N880FD,Aaron1362041,KDEN,KBOS,1520.0,212,3:32 h,2026-02-03 00:37:00,2026-02-03 04:10:00,39.861698150635,-104.672996521,42.36197,-71.0079,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
N972UY,N972UY,AndyV,KCLT,KRDU,112.0,58,0:58 h,2026-02-02 23:31:00,2026-02-03 00:29:00,35.2140007019043,-80.94309997558594,35.877602,-78.787498,A321,Airbus,A321,PASSENGER,No,American Airlines
N880FD,N880FD,Aaron1362041,KLAX,KDEN,747.0,121,2:01 h,2026-02-02 22:11:00,2026-02-03 00:12:00,33.942501,-118.407997,39.861698150635,-104.672996521,B77L,Boeing,777-200F,FREIGHTER,No,FedEx
OE-LBN,OE-LBN,AndyV,LOWW,LIRF,420.0,112,1:52 h,2026-02-02 20:50:00,2026-02-02 22:43:00,48.110298,16.5697,41.804532,12.251998,A320,Airbus,A320-214,PASSENGER,No,Austrian
N930DX,N930DX,ItchyEye,KPSC,KPVU,485.0,111,1:51 h,2026-02-04 09:39:00,2026-02-04 11:30:00,46.264702,-119.119003,40.2192,-111.723,TBM9,Daher,TBM 930,PASSENGER,Yes,
94-0066,94-0066,1873493,KDOV,KMEM,736.0,185,3:05 h,2026-02-04 04:15:00,2026-02-04 07:21:00,39.129501,-75.466003,35.0424,-89.9767,C17,McDonnell Douglas,C-17 Globemaster,MILITARY,No,United States Air Force
N204CM,N204CM,V1RotateAP,KSBA,KSBP,62.0,33,0:33 h,2026-02-04 03:58:00,2026-02-04 04:31:00,34.426201,-119.839996,35.2368011475,-120.641998291,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
N322NV,N322NV,Mark3568,KLAS,KMRY,324.0,93,1:33 h,2026-02-04 03:26:00,2026-02-04 04:59:00,36.083361,-115.151817,36.58700180053711,-121.84300231933594,A319,Airbus,A319-111,PASSENGER,No,Allegiant Air
N204CM,N204CM,V1RotateAP,KLAX,KSBA,76.0,46,0:46 h,2026-02-04 03:11:00,2026-02-04 03:58:00,33.942501,-118.407997,34.426201,-119.839996,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
N204CM,N204CM,V1RotateAP,KHHR,KLAX,3.0,20,0:20 h,2026-02-04 02:49:00,2026-02-04 03:10:00,33.922798,-118.334999,33.942501,-118.407997,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
N381DN,N381DN,KDTW_Al,KRIC,CYYZ,385.0,94,1:34 h,2026-02-03 23:56:00,2026-02-04 01:30:00,37.505199,-77.319702,43.6772,-79.6306,B738,Boeing,737-832,PASSENGER,No,Delta Air Lines
N859GT,N859GT,bradfier,CYYZ,CYYZ,0.0,77,1:17 h,2026-02-03 22:23:00,2026-02-03 23:41:00,43.6772,-79.6306,43.6772,-79.6306,B748,Boeing,747-87UF,FREIGHTER,No,Atlas Air
N2MK,N2MK,V1RotateAP,CYZV,CYVP,478.0,101,1:41 h,2026-02-03 21:51:00,2026-02-03 23:32:00,50.22330093383789,-66.2656021118164,58.096099853515625,-68.4269027709961,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N702UW,N702UW,dart,KDFW,KDEN,557.0,117,1:57 h,2026-02-03 20:40:00,2026-02-03 22:37:00,32.896801,-97.038002,39.861698150635,-104.672996521,A319,Airbus,A319,PASSENGER,No,American Airlines
N198NV,N198NV,nam1900,KLAS,KSAN,224.0,97,1:37 h,2026-02-05 04:20:00,2026-02-05 05:58:00,36.083361,-115.151817,32.7336006165,-117.190002441,A320,Airbus,A320-214,PASSENGER,No,Allegiant Air
N875FD,N875FD,Mark3568,KPDX,KONT,729.0,135,2:15 h,2026-02-05 02:45:00,2026-02-05 05:01:00,45.588699,-122.598,34.056,-117.600998,B77L,Boeing,777-F,FREIGHTER,No,FedEx
N927DZ,N927DZ,KDTW_Al,KSAT,MMMX,607.0,119,1:59 h,2026-02-05 01:14:00,2026-02-05 03:13:00,29.533701,-98.469803,19.435137,-99.071328,B739,Boeing,737-900,PASSENGER,No,Delta Air Lines
N125UW,N125UW,dart,KDFW,KSDF,635.0,122,2:02 h,2026-02-04 20:49:00,2026-02-04 22:52:00,32.896801,-97.038002,38.1744,-85.736,A320,Airbus,A320,PASSENGER,No,American Airlines
N204CM,N204CM,V1RotateAP,KMRY,KSFO,66.0,55,0:55 h,2026-02-04 20:36:00,2026-02-04 21:31:00,36.58700180053711,-121.84300231933594,37.619806,-122.374821,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
92-3292,92-3292,Somebody,KDOV,KMEM,736.0,147,2:27 h,2026-02-04 20:22:00,2026-02-04 22:49:00,39.129501,-75.466003,35.0424,-89.9767,C17,McDonnell Douglas,C-17 Globemaster,MILITARY,No,United States Air Force
N74007,N74007,Lyra,KSFO,KEWR,2223.0,336,5:36 h,2026-02-04 19:59:00,2026-02-05 01:35:00,37.619806,-122.374821,40.692501,-74.168701,B772,Boeing,777-200,PASSENGER,No,United Airlines
N204CM,N204CM,V1RotateAP,KSBP,KMRY,99.0,56,0:56 h,2026-02-04 19:37:00,2026-02-04 20:34:00,35.2368011475,-120.641998291,36.58700180053711,-121.84300231933594,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
N652MK,N652MK,PilotDeviation,KSEA,KYKM,89.0,42,0:42 h,2026-02-04 15:25:00,2026-02-04 16:08:00,47.447943,-122.310276,46.56819916,-120.5439987,E75L,Embraer,ERJ-170-200LR,PASSENGER,No,Alaska Airlines
N930DX,N930DX,ItchyEye,KPVU,KGJT,161.0,79,1:19 h,2026-02-04 12:10:00,2026-02-04 13:30:00,40.2192,-111.723,39.126663,-108.529387,TBM9,Daher,TBM 930,PASSENGER,Yes,
N17105,N17105,Lyra,KAUS,KEWR,1305.0,200,3:20 h,2026-02-05 20:32:00,2026-02-05 23:52:00,30.197535,-97.662015,40.692501,-74.168701,B752,Boeing,757-200,PASSENGER,No,United Airlines
N2MK,N2MK,V1RotateAP,CYVP,CYFB,339.0,82,1:22 h,2026-02-05 19:30:00,2026-02-05 20:52:00,58.096099853515625,-68.4269027709961,63.756402,-68.555801,P180,Piaggio,P-180 Avanti,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,LPPR,LEBB,284.0,79,1:19 h,2026-02-05 19:23:00,2026-02-05 20:42:00,41.2481002808,-8.68138980865,43.301102,-2.91061,LJ35,Learjet,35A,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,LPPT,LPPR,149.0,67,1:07 h,2026-02-05 18:12:00,2026-02-05 19:20:00,38.7813,-9.13592,41.2481002808,-8.68138980865,LJ35,Learjet,35A,PASSENGER,Yes,
N17105,N17105,Lyra,KORD,KAUS,850.0,148,2:28 h,2026-02-05 17:55:00,2026-02-05 20:24:00,41.9786,-87.9048,30.197535,-97.662015,B752,Boeing,757-200,PASSENGER,No,United Airlines
N204CM,N204CM,V1RotateAP,KUKI,KACV,118.0,60,1:00 h,2026-02-05 17:36:00,2026-02-05 18:37:00,39.125999,-123.200996,40.978101,-124.109,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
N817EM,N817EM,jimmy_carrot,LEMG,LPPT,253.0,92,1:32 h,2026-02-05 16:34:00,2026-02-05 18:06:00,36.6749,-4.49911,38.7813,-9.13592,LJ35,Learjet,35A,PASSENGER,Yes,
N204CM,N204CM,V1RotateAP,KSFO,KUKI,98.0,61,1:01 h,2026-02-05 16:25:00,2026-02-05 17:26:00,37.619806,-122.374821,39.125999,-123.200996,C172,Cessna,172M Skyhawk,PASSENGER,Yes,
N74007,N74007,Lyra,KEWR,KORD,623.0,138,2:18 h,2026-02-05 15:09:00,2026-02-05 17:27:00,40.692501,-74.168701,41.9786,-87.9048,B772,Boeing,777-200,PASSENGER,No,United Airlines
N198NV,N198NV,nam1900,KSAN,KFAT,272.0,73,1:13 h,2026-02-05 06:15:00,2026-02-05 07:28:00,32.7336006165,-117.190002441,36.776199,-119.718002,A320,Airbus,A320-214,PASSENGER,No,Allegiant Air
N8910B,N8910B,V1RotateAP,22FA,KFLL,135.0,95,1:35 h,2026-02-06 16:41:00,2026-02-06 18:17:00,,,26.072599,-80.152702,C172,Cessna,172 Skyhawk,PASSENGER,Yes,
G-EZIY,G-EZIY,1569397,LEMD,GCLP,953.0,215,3:35 h,2026-02-06 16:07:00,2026-02-06 19:42:00,40.471926,-3.56264,27.9319,-15.3866,A319,Airbus,A319,PASSENGER,No,easyJet
N817EM,N817EM,jimmy_carrot,LSZA,LIPZ,147.0,49,0:49 h,2026-02-06 15:41:00,2026-02-06 16:31:00,46.004299,8.91058,45.505299,12.3519,LJ35,Learjet,35A,PASSENGER,Yes,
